depositor_address,glm_locked_balance
0xca72c93172ba6eff168e59e7f17c3c7a8fea9b62,1000
0x7926dad04fe7c482425d784985b5e24aea03c9ff,1000
0xbec48f1ccf82d8e4c983ee00ac2ec6b03b81d710,1000
0x0b924785d2bbbc8834cbd5fc63d10543ff799d4d,1000
0x6dd6934452eb4e6d87b9c874ae0ef83ec3bd5803,1000
0x172dbab6f5e62a1fe7e2ba5ea1624adb33e0aa14,1000
0x9d406203a93630dd017471d83fef98193e0d61f5,1000
0x639749b7b08aee65039c21d8a411103c6cebebf0,1000
0xa3ad5cfb4ff4b68e37a338da200ba441c1850b5b,1000
0x88f1706c20d94a4d1551c5f799c9e3380a24c3ac,1000
0xcf61ebd3613684a53e48ee85d8fbc80c5156c479,1000
0x92ed343af03bae63a7ac938edf570084a3392742,1000
0xb8784a7da592c7e0190939d2d6f3c8d9df1c69ad,1000
0xad7a185b2456d5afd85838a50c7d8ace3ab2f871,1000
0x55ba9c90c37e3206570ac9dc872c0f053d155f77,1000
0xacf4c2950107ef9b1c37faa1f9a866c8f0da88b9,1000
0x86e6b55bb954e1cfab567f9582e0fa580bb0290d,1000
0x03f11c7a45ba8219c87f312eecb07287c2095302,1000
0x187089b33e5812310ed32a57f53b3fad0383a19d,1000
0x0442a9abbc93058a873c371f21cc366338254a88,1000
0xe0144fa05a0d32b5b1de10ccee7211616b3e3ef0,1000
0x2df292af809fd693d94c7d17e36be352e15bb98a,1000
0x25bdff8db8d80971935a7f38a0cf31dec62f7696,1000
0x583bbada56bb535bcbb31877a620a6ff2a25cea5,1000
0xe36bd8c15a83b89e2e49806d7312846069755c63,1000
0x2ac6a3561a43f06d62602ef9728c2b9eec393326,1000
0xbaab83de8dba764bf02a530cad33555bd23eba22,1000
0x83ab8e31df35aa3281d630529c6f4bf5ac7f7abf,1000
0x4bfb2c232f70c83136a3f206cd26df2a0b605cec,1000
0xa21000e7a5a2a2bd9329428a859f9d7dce0f0961,1000
0xcce9a28b570946123f392cf1dbfa6d2d5e636a1f,1000
0x432c53218a11bed08d238cf84ff547ce4fe933ab,1000
0x848e313d4b25bc0b48cafdb6a72391e892e6a247,992.34532919
0xe8bbe391340e0a3bf1ac13166c41266b65598ce9,980
0xad7575aefd4d64520c3269fd24eae1b0e13dbe7b,967.1193486655449
0xc68bba423525576c7684e7ea25e7d5f079b1361e,963.6258235451355
0x3806c0e88f48123201b01414591ca2a8faa27f0a,950.649512403713
0x2937d75b326bae98fd823f3e5e4ea01fe9de37e3,950
0x63a32f1595a68e811496d820680b74a5cca303c5,937.9138657859302
0xd310ae66193833e7028a6680e19a7d073df01e05,914.3
0x9663eefd2817572db25a7c0a0e6cccb3f0e5f121,908.5571651299999
0x93e4297ea2b1368274ef91aabb900debfd915d7e,900
0x38b826a4426a0d4d9b4377ac57c9af0308281c5d,900
0x14ddf441721297b97a4d5aa3304fb845bc35ec56,899
0xc793ee64e6ac6239c527fd041a78a8fcaa245e4f,850
0xb2e1462847e6244f9931915ea2294005643b4861,850
0x5a6a84fb9063af1d83d0ac4809697a40715a1530,850
0xc971c4e2c7c2eac9a8358f6b9c3b923a93009f8f,850
0x21339e2ce5ce1d7a19a28e774513619c0c6259da,840
0x9eca7b82e857e92b05b6c7d904e5a26b4b020687,826
0x8c32296b969e65226fe282d29a117c64c578405b,824.1786828070411
0x3b9f47629cd4d5903cf3eb897aac4f6b41dd2589,820
0x7853359e096876ccb71cada7c066375839e8560d,808.6828301287678
0x9303d4c7cd156ee6319fe59af091bb66db267763,800
0x026b727b60d336806b87d60e95b6d7fad2443dd6,800
0x2d240c5d58a8445e99dadf3fd41a492dfeaf7e4c,800
0x11d86e90aba195ca20905ab2d3745ed9faad5a2d,800
0xa5a44fafdddfd87038549fefb6c65fff8c59317e,800
0xb9479331df573d6bca8b924f48e8cacb84664ce7,800
0x20429f7a5689c86a0f9a93124efa5cff37574dbf,800
0xca3589b6dc6b6ae9da653b82b5cf1dd2806db087,800
0x6c19c7ee70a280693199ffd79daa7d114bbfa898,800
0x2812b1e084a0214cc15f0c873f60514c0902ff8a,800
0xfbd39c29dbbbe1f3e563e2a8233262c29040efef,800
0x42e0793e4f029557d4c16a05ae0d989a173ec6aa,800
0x74d5c70117e9ea382b199c140ee0f05fbf9defd0,800
0x84e1056ed1b76fb03b43e924ef98833dba394b2b,800
0xf145929a2f094840a797851cd306ae70c2b51986,800
0xbad8bcc9eb5749829cf12189fdd5c1230d6c85e8,800
0x0276dece5594a6db72e044c85488519a18f9e462,800
0x86f012bc12b986fcf58ad672f03817cd210528ed,800
0x8f51dc0791cddddce08052fff939eb7cf0c17856,800
0x10e257d49aab24ef149dec83f88d43f31fc8a9e9,800
0x7e1b9a73a1deaa3fdfaf80a3c3a545936d79eda5,800
0xc78a95019c52ad9856aa764d6908e88d5b7930ee,800
0x6d465d2081b799770d0ce7e755d8db1665903ffb,800
0x57af2c4249761f4b266dbd80fe44061faf4780c3,800
0x09b43a8fdadddade8e75c18a20a6fc0dbe4a1f68,800
0xf9903c5d11e8f4bfebcf02747d53319e9c4a10c6,800
0x64c5c700e87b6485f51f096a8d06fab8084c8632,800
0x61c4a9107de33e75ed6fe29550ae2cc29ced2264,800
0x986e92868a27548a31e88f7692e746cd7e86f39a,800
0x1ee8e6a0e949ecab1f66636601d6f36488f16b78,800
0x7f96a6269b00c56cdc319721be80bf8c290324a5,800
0xc8b0d32bc09fb11c12c82582825c1e6b624822b8,800
0x488abaa18b5af3f24e9d69ca0eb3d6fd6ae4fbf1,800
0xdfbecc0b4aef80b96da27ab483feb0892472eac2,800
0xd11256d99f8833bee0b99203ddcfe4cd6c823d8d,800
0x2387c1d431afc94600b1d7262ad90eb61a25a6e8,800
0x2e57674ea14fa08a6dda865dd139ce3924ab5951,800
0xd0bfb40f057322ff734a75cbe2f79b9e5c7e4cb3,800
0x7899d9b1181cbb427b0b1be0684c096c260f7474,800
0xe5caf4d7cbc6b80ae5fd072ab17aa4e91a5dd495,800
0xf11704511975cc5908f6dbd89be922f5c86c1055,800
0x770ab2db2aad19fde1ce844d159624a6476438c8,800
0xc4309d4316d519e1e4fae8dcf94bdcd92cab2d80,800
0x6710287cee1a9d1a00251fdc9a12795ec7a86189,800
0xfd37f4625ca5816157d55a5b3f7dd8dd5f8a0c2f,800
0xd1da06878d2817a358498c384418417a752dfa68,800
0x5c7291e18c3ecf30e14ccf1dcd646c0ca3309113,800
0x82cb2305388c853ecfe9ea83a1604acf58466659,800
0x6718c0b9061159823440abf4635707b2ed8e5ca8,800
0xd705eab54190c7943115607f2b7573e115a413a0,800
0xb5196c5a415d26672e9392d1fd9a37d43a9089b2,800
0x8b580433568e521ad351b92b98150c0c65ce69b7,800
0xef8df6d246cc9802ebf5afd55e77df152497fd7f,800
0x77fb4fa1aba92576942ad34bc47834059b84e693,800
0x3fad8bcd2aea732d02a203c156b19205253f2a06,800
0x5bb73e04b810527b14b87c37eff3d62481f2d416,800
0x438615976c27b2b44f57ced3ac73b5ac113b8730,800
0x228f308e90c36ef1acee0bec99061f9de65dbcdd,800
0x8b577d9f981da6fc6e33de495a1465ee302f67a5,800
0xa31895c358d899030a1eb78feaadf28c8000cf47,800
0x29185eb8cfd22aa719529217bfbade61677e0ad2,800
0xcc3cb5c01a3cdcd5eb8ebf87e2ec088147bada8a,800
0x08e3f287adba42a26904919917bc7907f1f0df18,800
0x8fe29118cc8b2b8cea9c888ef5233c421af40a07,800
0x96584773e2845315e0421f75c296469c96911b88,800
0x6379828b3c5acdc2badc6bbca10357fb0e36aeab,800
0x2b88fd6240e0ce71e3048b612088e76ab8d7d634,800
0x2c8467da8b7b3d0a7e3886f6cb6697c49571ff66,800
0x7e475a846af78e49aa56f05706530bc5ebe58ea8,800
0xb13a55d8512aec4bf7b15067d733c4c3c68f2439,800
0x22300aadf0cce33a4b993e5d2a1bb24409bab8e1,800
0xa831d11c0c280b118c5f44b192a327cf64d9ee91,800
0x99e94142353411264731105fe38ff02dfe1f3c3a,800
0xaeb99a255c3a243ab3e4f654041e9bf5340cf313,800
0x5c0b7a237c91f28881afd7e0ccb1d33937ac3271,800
0x6543c99d0e073c140fd08a741c6cfdcd1449da94,800
0x3566f9562d1bc28df6c5dc744ab40ef11c56e4a5,800
0xbd56efc637f8cb7133e304b3f929df9a6fa35468,800
0x255f7d91b2dddabbe044c64840460a1b7285ad5f,800
0xb3bcaee28ecd97745737e756cf1bafed9dbca88d,800
0x38a02b64ccd5b157062cd2bad9ecd7f85d0b8480,800
0x73bea65145f19702da07d8908e994a193b5855a1,800
0xd74e6428cb1c29cd6ef8ce4da4932f47e88a0946,800
0xaa163c47065c22d17ed1c47e3e244337d2056c17,800
0x282d656a9d95c64522f6bc1a42ee759de81e8dc0,800
0x03d8ac6b92aac24549eb583b969d93bc49f9ddb3,800
0xcee0feb4b08bad3e86bdc3f01a5cdd9e7ca72427,800
0x2dbfd11c5073095670e0eec58e8d2313fac9e494,800
0xdbeb3b980ef88e9f5e59c8c9bb4d261d6736d0c4,800
0xd6b97e042d03edbdc100eb55fbe43eb75f2e3036,800
0x90d3c980149ccbd039292ceee75b3186da05c998,800
0xf31263051c09bcc2853dac78185e1e5c59f4ee56,800
0x0bb5e2eab6cb24c40392783847e23e760b8b986b,800
0xc34d7c4ddeafb22f22a482a71676e00edc58790a,800
0xfafac5f0571aa0f12a156ffdcd37e8a7dd694c4f,800
0xe73a198e7c07c418d7dcfd42f5e953074abbd125,800
0x509f6c9a86be078b0145de56d6e3b29e9025af3f,800
0x9f75582d2be13b5ee454161ee394daada8b39efa,800
0xd0ccfeef904cce8e0c70014db37e5133a6a8aa1c,800
0xba6e1c26be2f8b46d9e7ab7573b99921ee81acf5,800
0xf54f4815f62ccc360963329789d62d3497a121ae,800
0x7d03c5c37f77fd01211334b9115ca108c84e8f3b,800
0x99272db5353e13c18b711d99d3a8f36ba459f747,800
0x3bfb159c76833bc019e7c93708f26f318ad61504,800
0x29e4c293963b6767755a84726a41d05117f16b7a,800
0xc2fb4b3ea53e10c88d193e709a81c4dc7aec902e,800
0x746bb7befd31d9052bb8eba7d5dd74c9acf54c6d,795.1425180844036
0xca80ef6f580f3db9472a9f744998836d3db936d3,785
0x7916dba3a610b020d77c0ccfd4bd717ee400a5f2,760
0x4fd6b3204a6ab48978018b25821682f090840333,750
0x9bdf2c3bb976a6072dd287dac8e762e4c7760ef8,750
0xe31bc121ef5b129a01b0f22ed2b214122c4abb3e,750
0x6837047f46da1d5d9a79846b25810b92adf456f6,715.3198970561594
0x794cec5ee2659859050d29d858cf46191649e1fa,700.0004309405779
0xfab9a3d37999e12252b47468d2ffd4be15936012,700
0x1ddc50a8b8ef07c654b4ace65070b0e7acff622b,700
0x5d9fbd984b9cec714a4b14c38ea83bbc82d06d69,700
0x841ad0abab2d33520ca236a2f5d8b038addc12ba,696.9000000000001
0xbb2eb4c7eb36ecce7a3e6bc501590ce12c9c1050,684.6499633531639
0xf905c05a274b4775432b43d1b651e26039ec6354,676.0189574373605
0x50418699cb44bfda9c9afc9b7a0b0d244d8927d2,656
0x8073639b11994c549eda58fc3cd7132a72aadf10,631.518466868634
0xf752b527e2aba395d1ba4c0de9c147b763dda1f4,630.965663939392
0xdd304336cf878df7d2647435d5f57c2345b140c1,611.6222012038758
0x222cf246a3d56d61030ca49f5e6ffd6c20c3dc4f,600.7851
0xe7a8dea3c2521a883d01e1b714b4480e64322462,600
0x32cefb2dc869bbfe636f7547cda43f561bf88d5a,600
0x997d410b26cdd17b0750f2c1751e59cbcfae446f,598.5337079682918
0xa6c366d97cb64708211f24310dfad5363bc96a04,567.9941684
0xd82803b7b9a5eb1d5fc558fd619afc6c031cd0b1,567.2
0x4166acb87c49e7630f9053b0be6e990b8fa8783c,561.8403000000001
0xac4109a00af7d892be8512e82a9c82cae63de88b,558.7410284654053
0x707e2302149294584f570d53c666d3008d39d24e,550
0x8e989351fc300007ed5c08d86c3b86d6c8782290,545
0xb48ef8e4e7bef79ddf64d4424151f003a59bfbfb,522.8636
0x4aceeb7bf9ec8104cc2379f1e8d648ee47249fcb,518.80195492
0x981be1045cf995dedbac017d9f0560ef0f22bfaf,511.29610553652975
0x25fa68a4c340202737edbc67fd1a2ec8de872db6,500.81142206000004
0x966a805a38f13c45cf757673ea48e8b9f066c024,500
0x7ef5e4062dccad29a6f8d5458590160536056c81,500
0xd164572b07a7a022facd4b0a63a72c9280ad78e2,500
0xfaa806320ca25e7621690152fc83b4257aa197ff,500
0x61987699055394c65355f2797d3e4e589f7fabf4,500
0x5b655eda7d101f98934392cc3610bcb25b633789,500
0x5fa5129d1ca28e108f990fe9b588f0a256c07ab8,500
0xc61288821b4722ce29249f0ba03b633f0be46a5a,500
0x833166b3f14df2f441cd61e079455d8896804351,500
0x9094d2ef481d704787bf891c15f57e591cc5f54f,500
0x0d5f8c55944dc8900ac9bf34d9d839749fbc951f,500
0xe61e67025fce58c047986081a9914d2864479382,500
0x81ebe8ee7b51741fd5dad31f6987e626a9bb8111,500
0xc27f0966685e7346ea338279be1d7c2929980fc5,500
0x051010142a0b9de7f0fd8fb31d085407287f6381,500
0x85bead65c61db8cf230b3ec30552b8b3e6388570,500
0x396796429a9aeb72a7584711830a550d31ab653c,500
0x44571d865d879ba75d8eabb4a08c01cc3fc36d3f,500
0xfa7448891b9a58a7f71cc2aee436690ae1bfdb68,500
0x175e0ed70627644c35f310288fc8d6061f75ac76,500
0xce57ebed9ac38402dcaa44f65a1c9b04e26b8283,500
0xa8258ed271bb9be9d7e16c5818e45ef6f2577d92,500
0x65e9cf77a699e8d571e5dce7cc29988a1911407d,500
0x22c39679ca3dddfa9b2c3fe8583299ffe6908991,500
0x6b759bf480407d19c8903c16023c706868c29a2a,500
0x0e55c9e42565875aaea3764b33682714dd2278de,500
0xa43821674ff3836bf8d22e25d0243278a6263612,500
0x0f11796c594c7bdacf600bbd46f10d2aed2a37b5,500
0xbb4848201915534cbd58465f2318749ceb9b2b8e,500
0x19d8da2674e8a025154153297ea3ab918debf96d,500
0x3bb9ef68c0e8a291f7730bb6da37ad682331f380,500
0xd388aa414e0788f5d27fb8f2cc3f1dadd7b3b507,500
0x9f729294b308f79243285348a7be3f58ae5ed31a,500
0x6166e1964447e0959bc7c8d543db3ab82db65044,500
0xd26b76e50f6510cdd4bf45d59279705f36946d23,500
0xf94495d5d91e9a4bb52f7dd7c19e1231332bf45f,500
0x7d2e4d645c0acc5a6bf596b612cab351864f4090,500
0x17240b6517e9279970c0e4e2bc04bb2b6eacb25a,500
0xff9b563140952fb7e3e5552f1a5068b637f0de0a,500
0xf7c5a0a318960a961ae4a138403b25be10eb9cba,500
0x547b67d30052ee6999e85ddb6e8b28495ea6b5fe,500
0xc9fca54d2a9476349fc2ff65ecebf5f1ff0efcb1,500
0x3ead295b10c55b0e243df789ad3ab1ace1cbbbf7,500
0x9e6cdaff95f4bb1a21ce2f81f7655e2aac53840a,500
0x094b75eedf58a83af4d37694b7532691fb26570e,499.0502816174559
0xefa4c696ea2505ec038c9ddc849b1bf817d7f69d,494.6591613588607
0xe107cf800e4582eb239d7ffe6b476a202338b7e6,491.09478106495754
0x1ec3c1f70e1d6bbdc84092ae86eaade495fddb9b,488.53902219451214
0x62a7a68d0d1457cb09d4dc630046355aa5e367d8,486.76376690999996
0x31460f49eea93ef8255b42be019fb96f89cf0c49,483.41918485772646
0xa29b0d2f3b4555359a1bf684d700753b1b06cbc4,466.42114739456366
0xd37ed782323a82e5bd55a92500e48ff5efcc415e,451.45646194602773
0x5f0cc626ed2456b4830da3f17075a40be093c039,450
0xa23b358532929ffac507f074cc1b6bbcf672328f,423.13861374
0xdef3d19ff35a42f5b8e3c706c8fd287de72e6d15,421.1792998188427
0x8600abcda1fd2f3886958c3b88b757b29df7ba80,420
0x2fe95ba46d36e6bbc8d3bbc6bf3f18c85c91f3af,410.4815122281121
0xd3488ea0c1dc99a5d72f75c84004224f8b58694e,409.73310061
0x956313dd2711878879b40ea5b4f2489c41a2e717,401.9999714541443
0xae35b0adb1dd4d406f4edb82f46208ea7ec0becc,400
0x4830a1a6af419c95ed62394f88643c187e4a8efa,400
0x5718de33362d4f9c633ce2e8363a2e694aaefbdb,400
0x4789c274d65b6d4c5c9db42813dfc67f87dacde6,400
0x5e45761014fd34f7ddeb17908538d1a8d3eb3ab9,399.71852651
0xf0a2734313c0838413dc7959d083618522a9daf5,384.45713097101
0x5c89c420a9e82ea9aedbaaab03302e39982919b9,380.40011290503065
0xbeb5a64793ec486b080063d3b662f2131fac0f52,377.6486603916692
0xe6479e9f4e3cc8ace834856f3d51e62194df00c8,364.95364884
0x2a98ea2aa21a4e17c9961c30a9fe73dce0f6b1f5,364.4318360263318
0x2399a1758afd2e061134b78ad1965e4204dbc0b8,363
0x092cff73c77a9de794d25b0088ded0e430733dbb,363
0x7df96b926f4e321a2358bb8d9ecaba88fe7ff9d5,363
0x8bb2884ee943111aa5119a36b30085a15a66c972,363
0x21fa7f8238a84565dafc7681eda644009ca15ae7,363
0x4059f3c0064cd380276de8dbab6935005535eed6,363
0x0a10998913b2e1786b7d0e376611781b28387cc4,363
0x0221b42d4c4f2b48ab132ad0316e5cd4287bb8cc,361.986
0x14a1d39dd079b1db0cda0db4c6ce64900d4a6814,358.487
0xf277e575c7a503a60775178f6ce5b27f0c1b9d53,358.46198303
0xf1ddfed591696594ad9442de9c584c6ebc772d82,358.26524771110076
0x634f22ceb7f99fb507e14e7ec3a658b09e85e998,358
0xe0bd0fe4e70478d5aaf9df546fc76b964ce0bc54,357.6705018291046
0x74b8ebf003a9dfdf228c65f5ababd61409ce4685,355.51386772432227
0x420a02a64ee3583577bce55a2f9b85f883022995,354.0423799203002
0x81ce252ea5dcbec53dbf895b0a5fbe8303ad5b31,350.93262796329515
0x9dbe4eb4a0a41955e1dc733e322f84295a0aa5c0,345.2462597421019
0xfe1552da65facaac5b50b73ceda4c993e16d4694,339.08547415
0x4654a70c7c13ac3004819b881dc450e8a1a2dc2e,333.10919707
0xe9be7b680a573fc03396f1227ea2695bc6dedfcb,322.4622580549976
0x072001b736b049934eb1e66bcbbc281d010fe7b6,315
0xd1d1c2dc127e796819add9850db889ea722d3012,310.809834741785
0xfa09b962e819bca435a62d6b3ca8edc41682c999,309
0xaaceaca8836a2624ee782b6365737ca181db72ae,307.86868589350485
0xb7562f12e41c762cecda99d62bd6eac7b0c3b4c1,306.78862241017447
0x60daf0e5ff2ec9bf54c8abf5623f95287bcd44fb,306.3492027931772
0x63a36788615e165078562172c9babe383d4ba371,301.4084967653029
0x406c0da29311126d0fb48fb8571a3ffccdad06c4,300.106467221422
0x7c8e659f9df114dda21028922641b9327b5b4aa1,300.01
0x6e72dd10375c221d1be5a71bee11cf1c7105ec7c,300
0x72578e136e72a18a832be6762230a820f514d180,300
0xef48752c933b1050187e89a9f909de2b9e0bdce6,300
0xf1b915f886efe71e1574da2c0c3fcd79fae5035b,300
0x5fdce124662b8fa60f2a6852939ccc997f9d8e60,300
0xd67b7c3ba9304ac3f80654b8bb95895a9d0a8ebd,300
0xd700b177296cdbbf3d404147fe3dac3900370a0a,300
0x0d72724bf16877bd814b8ec52b2b65a4a385d7fe,300
0x2a78703c480b74c544d9ff4a4fee0999ae7ff95f,300
0x7a749c38f16388085e3e2356d7a074f18117d780,300
0xdeda35dfaf6e2b26d6fb9c92037bd86f9ed3bf21,290
0x6ba54cf6b626f1108a2f6c16767f8397060022c0,290
0x9c2f09b522f0350f321715e84f95e1af202a7fec,288.90216048
0x8d12101c8f8170e57852b4b271e11a5b6fdf6b4a,284.41100430778044
0xe7c510b2027d9ce7d433ca2b90ad344ca3d7f4b1,284
0xc304eef1023e0b6e644f8ed8f8c629fd0973c52d,283.97756478903403
0xcad3887923b39cd2b0b6d13538c4ecb7c5ee9825,279.93508564400724
0x4be737b450754bc75f1ef0271d3c5da525173f6b,279.72581231788706
0xe17d9addfd70940d2ca27225f179959e30298d63,274.4807395545488
0x5bc0aebdbab698e12fd33a2e133e6858fe6cdd76,273.9
0xd10043b03b26faa99a285826219af1dbb202134b,272.1625567673251
0x9f4fbbbcbe8b8e90449dec9032bd5cce65bb52e5,270
0x7a129f1b0550e6dc115dda6428003adf9bc7bf90,270
0x867adfebee5dc35c8353cd1475a9ba92f819c10b,270
0x2d122fef1613e82c0c90f443b59e54468e16525c,270
0xf449ae59575b9f2d276a532da9e835ecd1d33a42,270
0x535b3fc92c40823b5b28df471491f6b5dd5fc4e8,270
0x1b13d62de363e964ce8a9981f58dd293c005e2b4,270
0x3a37cc1096865987546d237f42e18737acdeb2c8,270
0x47ce1fad0d73e5c0be76e85488b0ece0c2898846,268.12483906
0xcb2dac9af0231d58a827dc88736870f579e9dca8,263
0xd32dee97c7d7fdfb826cc3bb210dd009d2750ae2,252.69060934943076
0x4066f15ec07e1c69c9bfb31c8a7f9b4eccd4fc81,252.26305394
0xa77294828d42b538890fa6e97adffe9305536171,251.42
0x108c1f6802c6d991fcec033294787c08d718f445,250
0xca85460d23bfb2e0079bab5aac84921d9d0762a4,250
0xff51cc1519c7a61144d3ff6f883122f150752445,250
0xdc0046b52e2e38aee2271b6171ebb65ccd337518,250
0x5b0ffbe6218a68208ee61bbc1282c2637f0bca16,250
0xee324c588cef1bf1c1360883e4318834af66366d,250
0xd1bf622c6f32d2d79b1d4bc566a14ee124cfd2ec,250
0x719028736f10164c838ef129936779ed739312f2,250
0xe83b9a1b9056b21a01b85162e77ad76a42a1c64b,250
0xc2aedb7d84b168683185cc401dd2d0d9b14d1aae,247.7177999999999
0x8a4a50b13fd2cb36feb96c408cb98b4c9f2b8f25,245.81091582734203
0x77e64560bd6c323c075f206a5ab9dd6850f31609,244.7
0xdcb93093424447bf4fe9df869750950922f1e30b,243.4170663044987
0xe862e2c1ca94eacfede3c95a217c15ef0086a29d,242.3607079244323
0xa61ed6d962af39adda5c405ce76f625b5c3f81dd,240
0xe591d4af2321dac242e6f356e766aee256c6b1cb,229.2648275070708
0x1b1ab439770b938d900d876038676f4697170049,222.30212417045837
0x022ca32d31da3ef85922aafd9ad29c5b2418172c,222.14772016999999
0x67f118166ba2745656f99ea58d62c002c26cca18,218.11821573622325
0x6073cffc1d46b1ea57ba89a28074ca734acd7003,210.85647238
0x99241e58b4c5835fcd5963549a7a6d6852a57b5e,206.46321446439705
0x1ac1183c673c604862a5426afc569eb7374425cb,205.64724852967493
0x7a738effd10bf108b7617ec8e96a0722fa54c547,205.32077288355657
0x8efd27a5a585e2220d3d013f24722d8474eaa6f9,205
0xd9a809b28074aaf1db121e6329ed64dea485e605,203.49806113
0xfc9265a28f66cf4561d74a4e25d7bbd3f482b8e6,203.22229777999996
0x8efe51753defd7a1a82458731fbc05fa04cb2d1e,203
0x537e0c85ca9fd164b2f28cf4992420b53fe65d02,200.6500522883418
0x503a04d04e00d9b0c0898e2d7a16b857be6cdaf0,200.0790720120383
0x26d3be736ab6b5d8a3266ffcc0895ddc1bc19a38,200.00035951480186
0x62440301842152ab442d02e36909337d1aa79f5f,200
0x5a1f55459c07432165a93eac188076d2ecbf6814,200
0x6c9258895ffbe2178b3edefe09af304a1e99bf2f,200
0xafa3e6e29d99337b166b83fb24ba17b19764b49d,200
0x2f0642874d5651ba794f8e20774cf9452edc96e2,200
0x6c31212a23040998e1d1c157ace3982abdbe3154,200
0xd034fd34eaee5ec2c413c51936109e12873f4da5,200
0x701d0ecb3ba780de7b2b36789aec4493a426010a,200
0x23c0c5e0d894d006e4fe4520b6c3d91b7f9ef7ab,200
0x87f64272eb089a14dc5764b848e3488710b829ea,200
0x87b8825c43e107af580f1b11e3723e7158894d58,200
0x2cd1ba68d5e55253eb6e35a140f320c5b229e0a9,200
0xd779afee481e3df5cd0544f0e4353cf534fd99db,200
0x3abdc9ed5f5de6a74cfeb42a82087c853e160e76,200
0x19a2bc678785bad6a947a87494d480dad57711c6,200
0xeb4e3e9fa819e69e5df4ea35b9c7973062c96de9,200
0xebcd250474c27cbad3c56f3f34e08f97b370ac2d,200
0xde2be7c9c542c55a7a77489a3a7745493988947f,192.1448370493503
0x73b9f6a6e52ace2797f0a6e52aac530ed1f2a2af,191.54709625740932
0xe06ac753ba7cd2ece57e44be931463cc49dad234,188.26459291180876
0xe1040ff4a02ce745cf09ef9cdf3bb586fc443c8c,184.84034392067764
0xb7fb92b17b25aa8ede37f80521bb383c9e203e6b,184.5532640805361
0x6f7f969e7d1a484c80fcfab09d7cd5637092d1c8,183.24118592
0xbea26de685ef828b60ca53b40ecc9bab35645fdf,182.11389320129555
